2026-08-28 00:00:01 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@15ddb571, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@2534e203, org.springframework.security.web.context.SecurityContextHolderFilter@26952841, org.springframework.security.web.header.HeaderWriterFilter@3f40998d, org.springframework.web.filter.CorsFilter@75ed5c27, org.springframework.security.web.authentication.logout.LogoutFilter@6dfba445, com.myfinance.security.JwtAuthFilter@6fcc4b51, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@5a9845fe, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@612f23d1, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@716f63cc, org.springframework.security.web.session.SessionManagementFilter@2b037eb, org.springframework.security.web.access.ExceptionTranslationFilter@4d7630f5, org.springframework.security.web.access.intercept.AuthorizationFilter@6dfd3f61]
2026-08-28 08:39:48 [main] INFO  o.s.b.a.h.H2ConsoleAutoConfiguration - H2 console available at '/h2-console'. Database available at 'jdbc:h2:mem:testdb'
2026-08-28 08:39:48 [main] DEBUG c.m.p.ProvisioningTokenFilter - Filter 'provisioningTokenFilter' configured for use
2026-08-28 08:39:48 [main] DEBUG c.myfinance.security.JwtAuthFilter - Filter 'jwtAuthFilter' configured for use
2026-08-28 08:39:48 [main] DEBUG c.m.config.RequestLoggingConfig$1 - Filter 'requestLoggingFilter' configured for use
2026-08-28 08:39:48 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2026-08-28 08:39:48 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2026-08-28 08:39:48 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 1 ms
2026-08-28 08:39:48 [main] INFO  c.m.c.HomeLoanControllerTest - Started HomeLoanControllerTest in 4.519 seconds (process running for 35.418)
2026-08-28 08:39:48 [main] INFO  c.m.config.AdminUserInitializer - Admin user created (admin / admin123) — change password immediately!
2026-08-28 08:39:48 [main] INFO  c.m.controller.HomeLoanController - Soft-deleting home loan id=1
2026-08-28 08:39:48 [main] INFO  c.m.config.RequestLoggingConfig - [HTTP] DELETE /api/home-loans/1 → 204 (46ms)
2026-08-28 08:39:48 [main] INFO  c.m.config.RequestLoggingConfig - [HTTP] GET /api/home-loans → 200 (13ms)
2026-08-28 08:39:49 [main] INFO  c.m.controller.HomeLoanController - Updating home loan id=2
2026-08-28 08:39:49 [main] INFO  c.m.config.RequestLoggingConfig - [HTTP] PUT /api/home-loans/2 → 200 (30ms)
2026-08-28 08:39:49 [main] INFO  c.m.controller.HomeLoanController - Creating home loan: property=Condo Woodlands
2026-08-28 08:39:49 [main] INFO  c.m.controller.HomeLoanController - Created home loan id=3
2026-08-28 08:39:49 [main] INFO  c.m.config.RequestLoggingConfig - [HTTP] POST /api/home-loans → 201 (15ms)
2026-08-28 08:39:49 [main] INFO  c.m.config.RequestLoggingConfig - [HTTP] GET /api/home-loans → 200 (5ms)
2026-08-28 08:39:49 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
2026-08-28 08:39:49 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-3 - Shutdown initiated...
2026-08-28 08:39:49 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-3 - Shutdown completed.
2026-08-28 08:39:49 [main] INFO  o.s.t.c.s.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.myfinance.controller.BankSavingsControllerTest]: BankSavingsControllerTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2026-08-28 08:39:49 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.myfinance.MyFinanceApplication for test class com.myfinance.controller.BankSavingsControllerTest
2026-08-28 08:39:49 [main] INFO  c.m.c.BankSavingsControllerTest - Starting BankSavingsControllerTest using Java 17.0.20 with PID 27124 (started by mugu in /Users/mugu/Documents/Projects/myfinance/backend)
2026-08-28 08:39:49 [main] DEBUG c.m.c.BankSavingsControllerTest - Running with Spring Boot v3.2.5, Spring v6.1.6
2026-08-28 08:39:49 [main] INFO  c.m.c.BankSavingsControllerTest - No active profile set, falling back to 1 default profile: "default"
2026-08-28 08:39:49 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2026-08-28 08:39:49 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 37 ms. Found 35 JPA repository interfaces.
2026-08-28 08:39:49 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2026-08-28 08:39:49 [main] INFO  o.h.c.i.RegionFactoryInitiator - HHH000026: Second-level cache disabled
2026-08-28 08:39:49 [main] INFO  o.s.o.j.p.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
2026-08-28 08:39:49 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-4 - Starting...
2026-08-28 08:39:49 [main] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-4 - Added connection conn30: url=jdbc:h2:mem:testdb user=SA
2026-08-28 08:39:49 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-4 - Start completed.
2026-08-28 08:39:49 [main] WARN  org.hibernate.orm.deprecation - HHH90000025: H2Dialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2026-08-28 08:39:50 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2026-08-28 08:39:50 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2026-08-28 08:39:52 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@2b1a6077, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@15b472db, org.springframework.security.web.context.SecurityContextHolderFilter@5efa0c6d, org.springframework.security.web.header.HeaderWriterFilter@7c2c3d69, org.springframework.web.filter.CorsFilter@3de251a5, org.springframework.security.web.authentication.logout.LogoutFilter@6c2a5758, com.myfinance.provisioning.ProvisioningTokenFilter@28a578f6, com.myfinance.security.JwtAuthFilter@645e212a, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@300872e8, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@2d52d6f5, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@5ae6ea22, org.springframework.security.web.session.SessionManagementFilter@2a0cb58c, org.springframework.security.web.access.ExceptionTranslationFilter@6191e1a3, org.springframework.security.web.access.intercept.AuthorizationFilter@24187f64]
2026-08-28 08:39:52 [main] INFO  o.s.b.a.h.H2ConsoleAutoConfiguration - H2 console available at '/h2-console'. Database available at 'jdbc:h2:mem:testdb'
2026-08-28 08:39:52 [main] DEBUG c.m.p.ProvisioningTokenFilter - Filter 'provisioningTokenFilter' configured for use
2026-08-28 08:39:52 [main] DEBUG c.myfinance.security.JwtAuthFilter - Filter 'jwtAuthFilter' configured for use
2026-08-28 08:39:52 [main] DEBUG c.m.config.RequestLoggingConfig$1 - Filter 'requestLoggingFilter' configured for use
2026-08-28 08:39:52 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2026-08-28 08:39:52 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2026-08-28 08:39:52 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 0 ms
2026-08-28 08:39:52 [main] INFO  c.m.c.BankSavingsControllerTest - Started BankSavingsControllerTest in 3.534 seconds (process running for 39.37)
2026-08-28 08:39:52 [main] INFO  c.m.config.AdminUserInitializer - Admin user created (admin / admin123) — change password immediately!
2026-08-28 08:39:52 [main] INFO  c.m.config.RequestLoggingConfig - [HTTP] GET /api/bank-savings → 200 (12ms)
2026-08-28 08:39:52 [main] INFO  c.m.config.RequestLoggingConfig - [HTTP] PATCH /api/bank-savings/2/net-worth → 200 (19ms)
2026-08-28 08:39:52 [main] INFO  c.m.config.RequestLoggingConfig - [HTTP] GET /api/bank-savings/summary → 200 (6ms)
2026-08-28 08:39:52 [main] DEBUG c.m.controller.BankSavingsController - Creating bank savings: accountName=DBS Savings, bankName=DBS, balance=50000, currency=SGD, country=Singapore
2026-08-28 08:39:52 [main] INFO  c.m.controller.BankSavingsController - Created bank savings id=4 for userId=2
2026-08-28 08:39:52 [main] INFO  c.m.config.RequestLoggingConfig - [HTTP] POST /api/bank-savings → 201 (11ms)
2026-08-28 08:39:52 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
2026-08-28 08:39:52 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-4 - Shutdown initiated...
2026-08-28 08:39:52 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-4 - Shutdown completed.
2026-08-28 08:39:52 [main] INFO  o.s.t.c.s.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.myfinance.controller.BankSavingsExtraTest]: BankSavingsExtraTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2026-08-28 08:39:52 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.myfinance.MyFinanceApplication for test class com.myfinance.controller.BankSavingsExtraTest
2026-08-28 08:39:52 [main] INFO  c.m.controller.BankSavingsExtraTest - Starting BankSavingsExtraTest using Java 17.0.20 with PID 27124 (started by mugu in /Users/mugu/Documents/Projects/myfinance/backend)
2026-08-28 08:39:52 [main] DEBUG c.m.controller.BankSavingsExtraTest - Running with Spring Boot v3.2.5, Spring v6.1.6
2026-08-28 08:39:52 [main] INFO  c.m.controller.BankSavingsExtraTest - No active profile set, falling back to 1 default profile: "default"
2026-08-28 08:39:53 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2026-08-28 08:39:53 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 26 ms. Found 35 JPA repository interfaces.
2026-08-28 08:39:53 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2026-08-28 08:39:53 [main] INFO  o.h.c.i.RegionFactoryInitiator - HHH000026: Second-level cache disabled
2026-08-28 08:39:53 [main] INFO  o.s.o.j.p.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
2026-08-28 08:39:53 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-5 - Starting...
2026-08-28 08:39:53 [main] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-5 - Added connection conn40: url=jdbc:h2:mem:testdb user=SA
2026-08-28 08:39:53 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-5 - Start completed.
2026-08-28 08:39:53 [main] WARN  org.hibernate.orm.deprecation - HHH90000025: H2Dialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2026-08-28 08:39:53 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2026-08-28 08:39:53 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2026-08-28 08:39:55 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@33f95c3, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@3a9b49dd, org.springframework.security.web.context.SecurityContextHolderFilter@578e06bf, org.springframework.security.web.header.HeaderWriterFilter@37602900, org.springframework.web.filter.CorsFilter@3aaab555, org.springframework.security.web.authentication.logout.LogoutFilter@391001b8, com.myfinance.provisioning.ProvisioningTokenFilter@4965c46b, com.myfinance.security.JwtAuthFilter@41f2b70e, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@37501ac9, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@14e0d0a, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@70d2283a, org.springframework.security.web.session.SessionManagementFilter@34e5770c, org.springframework.security.web.access.ExceptionTranslationFilter@1abf403f, org.springframework.security.web.access.intercept.AuthorizationFilter@7f76a882]
2026-08-28 08:39:55 [main] INFO  o.s.b.a.h.H2ConsoleAutoConfiguration - H2 console available at '/h2-console'. Database available at 'jdbc:h2:mem:testdb'
2026-08-28 08:39:55 [main] DEBUG c.m.p.ProvisioningTokenFilter - Filter 'provisioningTokenFilter' configured for use
2026-08-28 08:39:55 [main] DEBUG c.myfinance.security.JwtAuthFilter - Filter 'jwtAuthFilter' configured for use
2026-08-28 08:39:55 [main] DEBUG c.m.config.RequestLoggingConfig$1 - Filter 'requestLoggingFilter' configured for use
2026-08-28 08:39:55 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2026-08-28 08:39:55 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2026-08-28 08:39:56 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 0 ms
2026-08-28 08:39:56 [main] INFO  c.m.controller.BankSavingsExtraTest - Started BankSavingsExtraTest in 3.093 seconds (process running for 42.734)
2026-08-28 08:39:56 [main] INFO  c.m.config.AdminUserInitializer - Admin user created (admin / admin123) — change password immediately!
2026-08-28 08:39:56 [main] INFO  c.m.config.RequestLoggingConfig - [HTTP] PUT /api/bank-savings/1 → 200 (13ms)
2026-08-28 08:39:56 [main] INFO  c.m.config.RequestLoggingConfig - [HTTP] PATCH /api/bank-savings/2/balance → 200 (8ms)
2026-08-28 08:39:56 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
2026-08-28 08:39:56 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-5 - Shutdown initiated...
2026-08-28 08:39:56 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-5 - Shutdown completed.
2026-08-28 08:39:56 [main] INFO  o.s.t.c.s.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.myfinance.controller.DividendControllerTest]: DividendControllerTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2026-08-28 08:39:56 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.myfinance.MyFinanceApplication for test class com.myfinance.controller.DividendControllerTest
2026-08-28 08:39:56 [main] INFO  c.m.c.DividendControllerTest - Starting DividendControllerTest using Java 17.0.20 with PID 27124 (started by mugu in /Users/mugu/Documents/Projects/myfinance/backend)
2026-08-28 08:39:56 [main] DEBUG c.m.c.DividendControllerTest - Running with Spring Boot v3.2.5, Spring v6.1.6
2026-08-28 08:39:56 [main] INFO  c.m.c.DividendControllerTest - No active profile set, falling back to 1 default profile: "default"
2026-08-28 08:39:56 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2026-08-28 08:39:56 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 29 ms. Found 35 JPA repository interfaces.
2026-08-28 08:39:56 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2026-08-28 08:39:56 [main] INFO  o.h.c.i.RegionFactoryInitiator - HHH000026: Second-level cache disabled
2026-08-28 08:39:56 [main] INFO  o.s.o.j.p.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
2026-08-28 08:39:56 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-6 - Starting...
2026-08-28 08:39:56 [main] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-6 - Added connection conn50: url=jdbc:h2:mem:testdb user=SA
2026-08-28 08:39:56 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-6 - Start completed.
2026-08-28 08:39:56 [main] WARN  org.hibernate.orm.deprecation - HHH90000025: H2Dialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2026-08-28 08:39:56 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2026-08-28 08:39:56 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2026-08-28 08:39:58 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@4b190713, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@7317f01e, org.springframework.security.web.context.SecurityContextHolderFilter@73c50e5, org.springframework.security.web.header.HeaderWriterFilter@59dc6b2a, org.springframework.web.filter.CorsFilter@1b1d4ca2, org.springframework.security.web.authentication.logout.LogoutFilter@27f3f8a6, com.myfinance.provisioning.ProvisioningTokenFilter@20f7fa54, com.myfinance.security.JwtAuthFilter@dda3297, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@7f102f71, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@452f8e82, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@5caba0e1, org.springframework.security.web.session.SessionManagementFilter@30c6e879, org.springframework.security.web.access.ExceptionTranslationFilter@b8e7b48, org.springframework.security.web.access.intercept.AuthorizationFilter@6084feae]
2026-08-28 08:39:59 [main] INFO  o.s.b.a.h.H2ConsoleAutoConfiguration - H2 console available at '/h2-console'. Database available at 'jdbc:h2:mem:testdb'
2026-08-28 08:39:59 [main] DEBUG c.m.p.ProvisioningTokenFilter - Filter 'provisioningTokenFilter' configured for use
2026-08-28 08:39:59 [main] DEBUG c.myfinance.security.JwtAuthFilter - Filter 'jwtAuthFilter' configured for use
2026-08-28 08:39:59 [main] DEBUG c.m.config.RequestLoggingConfig$1 - Filter 'requestLoggingFilter' configured for use
2026-08-28 08:39:59 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2026-08-28 08:39:59 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2026-08-28 08:39:59 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 1 ms
2026-08-28 08:39:59 [main] INFO  c.m.c.DividendControllerTest - Started DividendControllerTest in 2.949 seconds (process running for 45.893)
2026-08-28 08:39:59 [main] INFO  c.m.config.AdminUserInitializer - Admin user created (admin / admin123) — change password immediately!
2026-08-28 08:39:59 [main] INFO  c.m.controller.DividendController - Creating dividend: amount=150
2026-08-28 08:39:59 [main] INFO  c.m.controller.DividendController - Created dividend id=1
2026-08-28 08:39:59 [main] INFO  c.m.config.RequestLoggingConfig - [HTTP] POST /api/dividends → 201 (17ms)
2026-08-28 08:39:59 [main] INFO  c.m.controller.DividendController - Deleting dividend id=2
2026-08-28 08:39:59 [main] INFO  c.m.config.RequestLoggingConfig - [HTTP] DELETE /api/dividends/2 → 204 (9ms)
2026-08-28 08:39:59 [main] INFO  c.m.config.RequestLoggingConfig - [HTTP] GET /api/dividends/summary → 200 (18ms)
2026-08-28 08:39:59 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
2026-08-28 08:39:59 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-6 - Shutdown initiated...
2026-08-28 08:39:59 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-6 - Shutdown completed.
2026-08-28 08:39:59 [main] INFO  o.s.t.c.s.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.myfinance.controller.TransactionControllerTest]: TransactionControllerTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2026-08-28 08:39:59 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.myfinance.MyFinanceApplication for test class com.myfinance.controller.TransactionControllerTest
2026-08-28 08:39:59 [main] INFO  c.m.c.TransactionControllerTest - Starting TransactionControllerTest using Java 17.0.20 with PID 27124 (started by mugu in /Users/mugu/Documents/Projects/myfinance/backend)
2026-08-28 08:39:59 [main] DEBUG c.m.c.TransactionControllerTest - Running with Spring Boot v3.2.5, Spring v6.1.6
2026-08-28 08:39:59 [main] INFO  c.m.c.TransactionControllerTest - No active profile set, falling back to 1 default profile: "default"
2026-08-28 08:39:59 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2026-08-28 08:39:59 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 31 ms. Found 35 JPA repository interfaces.
2026-08-28 08:39:59 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2026-08-28 08:39:59 [main] INFO  o.h.c.i.RegionFactoryInitiator - HHH000026: Second-level cache disabled
2026-08-28 08:39:59 [main] INFO  o.s.o.j.p.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
2026-08-28 08:39:59 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-7 - Starting...
2026-08-28 08:39:59 [main] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-7 - Added connection conn60: url=jdbc:h2:mem:testdb user=SA
2026-08-28 08:39:59 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-7 - Start completed.
2026-08-28 08:39:59 [main] WARN  org.hibernate.orm.deprecation - HHH90000025: H2Dialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2026-08-28 08:40:00 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2026-08-28 08:40:00 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2026-08-28 08:40:01 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@26f31f53, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@17f85df6, org.springframework.security.web.context.SecurityContextHolderFilter@28c483c6, org.springframework.security.web.header.HeaderWriterFilter@d8ca40d, org.springframework.web.filter.CorsFilter@2bd734b5, org.springframework.security.web.authentication.logout.LogoutFilter@631a4407, com.myfinance.provisioning.ProvisioningTokenFilter@5b947835, com.myfinance.security.JwtAuthFilter@1922d589, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@26ea6a1a, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@4eae0e06, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@2eb64f73, org.springframework.security.web.session.SessionManagementFilter@35e2943c, org.springframework.security.web.access.ExceptionTranslationFilter@2a449c98, org.springframework.security.web.access.intercept.AuthorizationFilter@28b5aa26]
2026-08-28 08:40:02 [main] INFO  o.s.b.a.h.H2ConsoleAutoConfiguration - H2 console available at '/h2-console'. Database available at 'jdbc:h2:mem:testdb'
2026-08-28 08:40:02 [main] DEBUG c.m.p.ProvisioningTokenFilter - Filter 'provisioningTokenFilter' configured for use
2026-08-28 08:40:02 [main] DEBUG c.myfinance.security.JwtAuthFilter - Filter 'jwtAuthFilter' configured for use
2026-08-28 08:40:02 [main] DEBUG c.m.config.RequestLoggingConfig$1 - Filter 'requestLoggingFilter' configured for use
2026-08-28 08:40:02 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2026-08-28 08:40:02 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2026-08-28 08:40:02 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 1 ms
2026-08-28 08:40:02 [main] INFO  c.m.c.TransactionControllerTest - Started TransactionControllerTest in 2.839 seconds (process running for 48.994)
2026-08-28 08:40:02 [main] INFO  c.m.config.AdminUserInitializer - Admin user created (admin / admin123) — change password immediately!
2026-08-28 08:40:02 [main] INFO  c.m.controller.TransactionController - Creating transaction: assetId=1, type=BUY, quantity=10, price=50
2026-08-28 08:40:02 [main] INFO  c.m.service.TransactionService - Created Transaction id=1 type=BUY assetId=1 quantity=10
2026-08-28 08:40:02 [main] INFO  c.myfinance.service.HoldingService - Saved Holding id=1 assetId=1 quantity=10
2026-08-28 08:40:02 [main] INFO  c.m.controller.TransactionController - Created transaction id=1
2026-08-28 08:40:02 [main] INFO  c.m.config.RequestLoggingConfig - [HTTP] POST /api/transactions → 201 (33ms)
2026-08-28 08:40:02 [main] DEBUG c.m.controller.HoldingController - Fetching active holdings, ownerId=null, userId=2
2026-08-28 08:40:02 [main] INFO  c.m.config.RequestLoggingConfig - [HTTP] GET /api/holdings → 200 (10ms)
2026-08-28 08:40:02 [main] INFO  c.m.controller.TransactionController - Creating transaction: assetId=2, type=BUY, quantity=10, price=400
2026-08-28 08:40:02 [main] INFO  c.m.service.TransactionService - Created Transaction id=2 type=BUY assetId=2 quantity=10
2026-08-28 08:40:02 [main] INFO  c.myfinance.service.HoldingService - Saved Holding id=2 assetId=2 quantity=10
2026-08-28 08:40:02 [main] INFO  c.m.controller.TransactionController - Created transaction id=2
2026-08-28 08:40:02 [main] INFO  c.m.config.RequestLoggingConfig - [HTTP] POST /api/transactions → 201 (15ms)
2026-08-28 08:40:02 [main] INFO  c.m.controller.TransactionController - Creating transaction: assetId=3, type=BUY, quantity=5, price=100
2026-08-28 08:40:02 [main] INFO  c.m.service.TransactionService - Created Transaction id=3 type=BUY assetId=3 quantity=5
2026-08-28 08:40:02 [main] INFO  c.myfinance.service.HoldingService - Saved Holding id=3 assetId=3 quantity=5
2026-08-28 08:40:02 [main] INFO  c.m.controller.TransactionController - Created transaction id=3
2026-08-28 08:40:02 [main] INFO  c.m.config.RequestLoggingConfig - [HTTP] POST /api/transactions → 201 (14ms)
2026-08-28 08:40:02 [main] INFO  c.m.config.RequestLoggingConfig - [HTTP] GET /api/transactions → 200 (7ms)
2026-08-28 08:40:02 [main] INFO  c.m.controller.TransactionController - Creating transaction: assetId=4, type=BUY, quantity=1, price=100
2026-08-28 08:40:02 [main] INFO  c.m.service.TransactionService - Created Transaction id=4 type=BUY assetId=4 quantity=1
2026-08-28 08:40:02 [main] INFO  c.myfinance.service.HoldingService - Saved Holding id=4 assetId=4 quantity=1
2026-08-28 08:40:02 [main] INFO  c.m.controller.TransactionController - Created transaction id=4
2026-08-28 08:40:02 [main] INFO  c.m.config.RequestLoggingConfig - [HTTP] POST /api/transactions → 201 (18ms)
2026-08-28 08:40:02 [main] INFO  c.m.controller.TransactionController - Deleting transaction id=4
2026-08-28 08:40:02 [main] INFO  c.m.service.TransactionService - Deleted Transaction id=4
2026-08-28 08:40:02 [main] INFO  c.m.config.RequestLoggingConfig - [HTTP] DELETE /api/transactions/4 → 204 (8ms)
2026-08-28 08:40:02 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
2026-08-28 08:40:02 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-7 - Shutdown initiated...
2026-08-28 08:40:02 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-7 - Shutdown completed.
